"# export_metadata: {""exported_at"": ""2026-08-25T18:52:50Z"", ""skill"": ""iran-chem-database@2.19.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""rows"": 1041, ""previous_primary_rows"": 957, ""added_unique_cids_vs_v218_workspace_export"": 84, ""confirmed_organic"": 1041, ""unique_cids"": 1041, ""unique_inchikeys"": 1035, ""rows_with_cas"": 569, ""rows_with_canonical_smiles"": 1035, ""rows_with_evidence_url"": 977, ""composition"": {""verified_telegram_listing"": 358, ""verified_catalogue"": 480, ""verified_catalogue | verified_telegram_listing"": 2, ""verified_web_catalogue"": 200, ""(none)"": 1}, ""pipeline"": ""Merged previous skill seed (market-verified + expanded + parallel-AI + legacy) with 2026-08-25 live Iranian catalogue harvest (Telegram + WooCommerce + TamadKala sitemaps). CID-deduped. PubChem-confirmed. Organic gate. router.py --batch title normalization only — never invents."", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in configured public Iranian supplier catalogues. NOT a national census. Listing presence is not proof of current stock."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""iran_organic_molecules_parallel_ai_2026-08-24.csv as CURRENT/PRIMARY; older seed files retained for audit""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
5-[(3-carboxy-4-nitrophenyl)disulfanyl]-2-nitrobenzoic acid,5-[(3-carboxy-4-nitrophenyl)disulfanyl]-2-nitrobenzoic acid,,69-78-3,6254,KIUMMUBSPKGMOY-UHFFFAOYSA-N,C14H8N2O8S2,396.4,C1=CC(=C(C=C1SSC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-],confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/805,"5,5'-Dithiobis(2-nitrobenzoic acid) | 5،5'-دیتیوبیس (2-نیتروبنزوئیک اسید) توضیحات کلی 5،5'-دیتیوبیس (2-نیتروبنزوئیک اسید) همچنین DTNB یا معرف المان Ellman نیز نامیده می‌شود. DTNB یک معرف محلول در آب است که با گروه‌های تیول اینتراکشن دارد و می‌تواند به‌راحتی در pH خنثی استفاده شود. آنیون تیولات با... برای مشاهده ادامه مطلب، مشاهده قیمت آنلاین و خرید اینترنتی DTNB یا معرف المان Ellman به لینک زیر مراجعه فرمایید: https://lnkd.in/dAJWmDVA #DTNB #معرف_المان #معرف_Ellman #قیمتDTNB #خریدDTNB #فروشDTNB",router_batch+pubchem,verified_telegram_listing,2026-08-25,9e03d2ea82514317894d2e7793686348cc16e6c2444cdc709bf6a066ab64c06b
"(2S)-2,4-diamino-4-oxobutanoic acid","(2S)-2,4-diamino-4-oxobutanoic acid","(2S)-2,4-diamino-4-oxobutanoic acid",70-47-3,6267,DCXYFEDJOCDNAF-REOHCLBHSA-N,C4H8N2O3,132.12,C(C(C(=O)O)N)C(=O)N,confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/643,L-asparagine | اسیدآمینه ال-آسپاراژین گرید کشت سلول ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/l-asparagine-2/?v=e067b3c6b979 #آثل_طب #مواد_ازمایشگاهی #مواد_شیمیایی #بیولوژی #بیولوژی_مولکولی #آنتی_بیوتیک #آنزیم #اسیدآمینه_ال_آسپاراژین_گرید_کشت_سلول,router_batch+pubchem,verified_telegram_listing,2026-08-25,6d5fa811d3a2ec341388e1bb7218305cb37bf5b4b1219934c7d030a89444a477
(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,L-Histidine,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid; L-Histidine,71-00-1,6274,HNDVDQJCIGZPNO-YFKPBYRVSA-N,C6H9N3O2,155.15,C1=C(NC=N1)C[C@@H](C(=O)O)N,confirmed_organic,organic_reagent,,TamadKala; telegram:ATRmedShop,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/16853/%D8%A7%D8%B3%DB%8C%D8%AF-%D8%A2%D9%85%DB%8C%D9%86%D9%87-%D8%A7%D9%84-%D9%87%DB%8C%D8%B3%D8%AA%DB%8C%D8%AF%DB%8C%D9%86,اسید آمینه ال هیستیدین,router_title_normalization,verified_catalogue,2026-08-23,b150ef8dc2e8fcb21fc8a4949dca47680784d288177793f5cec44c2b31b1f40f
pentan-1-ol,1-Pentanol,pentan-1-ol; 1-Pentanol; amyl alcohol,71-41-0,6276,AMQJEAYHLZJPGS-UHFFFAOYSA-N,C5H12O,88.15,CCCCCO,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat; Telegram: minatajhiz; TamadKala,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/367,amyl alcohol,existing skill export,verified_catalogue,2026-08-23,6aca1a1601269aa1cd4940f59b9008e4ad0480808f2395e3f0968ffe48ecd9bf
cobalt(2+) diacetate,Cobalt(II) acetate,cobalt(2+) diacetate; Cobalt(II) acetate,13493-47-5,6277,QAHREYKOYSIQPH-UHFFFAOYSA-L,C4H6CoO4,177.02,CC(=O)[O-].CC(=O)[O-].[Co+2],confirmed_organic,organic_reagent,,Fardad Shimi,Iranian online lab-chemical shop,product_page_listed_not_current_stock_verified,,کبالت ۲ استات ۴ آبه MERCK | ...,router_title_normalization,verified_catalogue,2026-08-23,e917dbc58d12b2b0f807f3c2628eba695a9cb87e203ed332cac34a222d0a87a3
(2S)-2-amino-3-methylbutanoic acid,L-Valine,(2S)-2-amino-3-methylbutanoic acid; L-Valine,72-18-4,6287,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2,117.15,CC(C)[C@@H](C(=O)O)N,confirmed_organic,organic_reagent,research,TamadKala; telegram:ATRmedShop,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/17310/%D8%A7%D9%84-%D9%88%D8%A7%D9%84%DB%8C%D9%86,ال والین | ال والین bioultra 94619,router_title_normalization,verified_catalogue,2026-08-23,8c9fd9539b4b096f5b3691c35eae9950a1f20ab594aa5cb075ac239411a73a11
L-Valine,L-Valine,"L-Valine; (2S,3R)-2-amino-3-hydroxybutanoic acid",72-19-5,6288,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3,119.12,C[C@H]([C@@H](C(=O)O)N)O,confirmed_organic,supplement_active,,TamadKala; telegram:ATRmedShop,Iranian supplier catalogue,listing_evidence_crawled_2026-08-24,https://tamadkala.com/product/164592/%D8%A7%D9%84-%D9%88%D8%A7%D9%84%DB%8C%D9%86-%D8%A8%D8%B1%D9%86%D8%AF-%D9%84%D9%88%D8%A8%D8%A7-%D9%87%D9%86%D8%AF,L-Threonine | اسیدآمینه ال-ترئونین گرید کشت سلول ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/l-threonine/?v=e067b3c6b979 #آثل_طب #مواد_ازمایشگاهی #مواد_شیمیایی #بیولوژی #بیولوژی_مولکولی #آنتی_بیوتیک #آنزیم #بیولوژی_مولکولی #اسیدآمینه_ال_ترئونین_گرید_کشت_سلول #کشت_سلول,ai_normalised_listing+pubchem_confirmed,verified_catalogue,2026-08-24,bf03289278e80be8347e61a4236b893988f8254239872b83cfdd6f4dc8532d45
"tetrasodium;5-amino-3-[[4-[4-[(8-amino-1-hydroxy-3,6-disulfonatonaphthalen-2-yl)diazenyl]-3-methylphenyl]-2-methylphenyl]diazenyl]-4-hydroxynaphthalene-2,7-disulfonate","tetrasodium;5-amino-3-[[4-[4-[(8-amino-1-hydroxy-3,6-disulfonatonaphthalen-2-yl)diazenyl]-3-methylphenyl]-2-methylphenyl]diazenyl]-4-hydroxynaphthalene-2,7-disulfonate",,72-57-1,6296,GLNADSQYFUSGOU-UHFFFAOYSA-J,C34H24N6Na4O14S4,960.8,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+].[Na+].[Na+],confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/544,Trypan blue | تریپان بلوTrypan Blue ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما و مرک 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/trypan-blue/ #آثل_طب #مواد_ازمایشگاهی #مواد_شیمیایی #بیولوژی #بیولوژی_مولکولی #تریپان_بلو,router_batch+pubchem,verified_telegram_listing,2026-08-25,55ba93a429e9486c6df1c00fe9ae8bc534c8839bf0aed76625a0a99e3f70e881
(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,Tryptophan,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid; Tryptophan,73-22-3,6305,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2,204.22,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,confirmed_organic,organic_reagent,research,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/17051/%D8%A2%D9%85%DB%8C%D9%86%D9%88-%D8%A7%D8%B3%DB%8C%D8%AF-%D8%A7%D9%84-%D8%AA%D8%B1%DB%8C%D9%BE%D8%AA%D9%88%D9%81%D8%A7%D9%86-bioultra,آمینو اسید ال تریپتوفان bioultra | تریپتوفان,router_title_normalization,verified_catalogue,2026-08-23,8e6f1960571cc5de2e50db6c0fbbba1fed151aa24cb4712f0f1ffd284eda478c
"(2S,3S)-2-amino-3-methylpentanoic acid",Isoleucine,"(2S,3S)-2-amino-3-methylpentanoic acid; Isoleucine",73-32-5,6306,AGPKZVBTJJNPAG-WHFBIAKZSA-N,C6H13NO2,131.17,CC[C@H](C)[C@@H](C(=O)O)N,confirmed_organic,organic_reagent,research,TamadKala; telegram:ATRmedShop,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/17062/%D8%A7%DB%8C%D8%B2%D9%88%D9%84%D9%88%D8%B3%DB%8C%D9%86,آمینو اسید ال ایزولوسین bioultra | ایزولوسین,router_title_normalization,verified_catalogue,2026-08-23,d6488422989f1b60edc98d2e27b117a8278a09d73961acb80439c8827e44b535
4-chlorobenzoic acid,4-Chlorobenzoic Acid,4-chlorobenzoic acid; 4-Chlorobenzoic Acid,,6318,XRHGYUZYPHTUJZ-UHFFFAOYSA-N,C7H5ClO2,156.56,C1=CC(=CC=C1C(=O)O)Cl,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/1033,4-chlorobenzoic acid,existing skill export,verified_catalogue,2026-08-23,3d7fe1c478144e53e634913b4c057a6c3d681b38d8d24ff91de58da3d8028993
(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,L-Arginine,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid; L-Arginine,74-79-3,6322,ODKSFYDXXFIFQN-BYPYZUCNSA-N,C6H14N4O2,174.20,C(C[C@@H](C(=O)O)N)CN=C(N)N,confirmed_organic,organic_reagent,,Rooz Darou; TamadKala,Iranian online wholesale/lab shop | Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/16656/%D8%A7%D9%84-%D8%A2%D8%B1%DA%98%D9%86%DB%8C%D9%86,ال آرژنین | قرص ال-آرژنین 1000mg رزاویت,router_title_normalization,verified_catalogue,2026-08-23,3aeb0b62b78487b94164dd54a139eba96e9b84d216bc455c40f8cecfbb6225e8
ethene,Ethylene,,,6325,VGGSQFUCUMXWEO-UHFFFAOYSA-N,C2H4,28.05,C=C,confirmed_organic,organic_reagent,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/92,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2017-09-13,0407243cedb19d51233eb0b16f36090b313f8ee613a217473b88aa6d6c8617b9
acetylene,Acetylene,acetylene; Acetylene,74-86-2,6326,HSFWRNGVRCDJHI-UHFFFAOYSA-N,C2H2,26.04,C#C,confirmed_organic,organic_reagent,industrial,Telegram: chemgroup,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,,acetylene,existing skill export,verified_catalogue,2026-08-23,a3679822cbb22b90a8261e3537f8e3edbc20733cebf624e9672d65527a07d771
chloromethane,Methyl Chloride,chloromethane; Methyl Chloride,74-87-3,6327,NEHMKBQYUWJMIP-UHFFFAOYSA-N,CH3Cl,50.49,CCl,confirmed_organic,organic_reagent,industrial,Telegram: IranChemicals,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,,chloromethane,existing skill export,verified_catalogue,2026-08-23,7758746626b8094d6d5d58d855e3264dd8cf4479a7dddb3f255780cf51c7d253
iodomethane,Methyl iodide,,,6328,INQOMBQAUSQDDS-UHFFFAOYSA-N,CH3I,141.939,CI,confirmed_organic,organic_reagent,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/44,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2017-02-16,bb1109f28efd258a55378fe6f5be8da51a14c7a832bd569f6910c5c91146956b
bromoethane,Ethyl Bromide,bromoethane; Ethyl Bromide,74-96-4,6332,RDHPKYGYEGBMSE-UHFFFAOYSA-N,C2H5Br,108.97,CCBr,confirmed_organic,organic_reagent,industrial,Telegram: jahaneshimicom,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,,bromoethane,existing skill export,verified_catalogue,2026-08-23,8e120b631471ee30a4e8f211904e018cbd2409275ae4541e8e0004c57a23a952
acetonitrile,Acetonitrile,acetonitrile; Acetonitrile,75-05-8,6342,WEVYAHXRMPXWCK-UHFFFAOYSA-N,C2H3N,41.05,CC#N,confirmed_organic,organic_reagent,research,Fardad Shimi; TamadKala; Telegram: ChemIranSanat; Telegram: chemgroup; Mojallali Group; ShimiMan; telegram:minatajhiz,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/6199143/,acetonitrile | استونیتریل | استونیتریل acs دکتر مجللی | استونیتریل gc دکتر مجللی | استونیتریل gradient hplc دکتر مجللی | استونیتریل isocratic hplc دکتر مجللی | استونیتریل uv spectroscopy دکتر مجللی | استونیتریل امرتات شیمی isocratic grade | استونیتریل امرتات شیمی preparative chro,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,e001e42b189c4d4e2edaa1ad373a17272b44601927a9f74e5078bf2d5198f911
dichloromethane,Dichloromethane,dichloromethane; Dichloromethane,75-09-2,6344,YMWUJEATGCHHMB-UHFFFAOYSA-N,CH2Cl2,84.93,C(Cl)Cl,confirmed_organic,organic_reagent,research,Fardad Shimi; TamadKala; Telegram: ChemIranSanat; Mojallali Group; ShimiMan,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/6199226/,dichloromethane | دی کلرو متان | دی کلرومتان extra pure دکتر مجللی 2 | ... | دی کلرومتان extra pure دکتر مجللی | ... | دی کلرومتان laboratory دکتر مجللی | ... | دی کلرومتان دکتر مجللی | دی کلرومتان قطران شیمی | ...,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,0d96a116002e6e5308e97d781adfdcb9dafe889fc18d1ffd9023790157caca54
diiodomethane,Diiodomethane,diiodomethane; Diiodomethane,75-11-6,6346,NZZFYRREKKOMAT-UHFFFAOYSA-N,CH2I2,267.835,C(I)I,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/42012/%D8%AF%DB%8C%D9%88%D8%AF%D9%88-%D9%85%D8%AA%D8%A7%D9%86,دیودو متان,router_title_normalization,verified_catalogue,2026-08-23,8ee9dda38746f207787695a44297bc22f33b2aea1ecf5b0d12a70da98abb9157
magnesium;carbanide;bromide,Methyl magnesium bromide,,,6349,NXPHGHWWQRMDIA-UHFFFAOYSA-M,CH3BrMg,119.24,[CH3-].[Mg+2].[Br-],confirmed_organic,organic_reagent,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/332,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2018-03-26,f8346cea7aae68b33c9e1a705e93985a2dc10bc48739adda56200cbd86877e44
oxirane,Ethylene oxide,oxirane; Ethylene oxide,75-21-8,6354,IAYPIBMASNFSPL-UHFFFAOYSA-N,C2H4O,44.05,C1CO1,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/1500/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%D8%AA%DB%8C%D9%84%D9%86-%D8%A7%DA%A9%D8%B3%DB%8C%D8%AF,فروش اتیلن اکسید,router_title_normalization,verified_catalogue,2026-08-23,b26eaa758be8ceae864cdc827176474e290017d0f56d7aea7d31142cebf9d274
2-methylpropane,Isobutane,2-methylpropane; Isobutane,,6360,NNPPMTNAJDCUHE-UHFFFAOYSA-N,C4H10,58.12,CC(C)C,confirmed_organic,organic_reagent,research,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/92861/%D8%A7%DB%8C%D8%B2%D9%88%D8%A7%DA%A9%D8%AA%D8%A7%D9%86-extra-pure-%D9%86%D9%88%D8%AA%D8%B1%D9%88%D9%86,ایزواکتان dry نوترون | ایزواکتان extra pure نوترون | ایزواکتان gc نوترون | ایزواکتان hplc نوترون,router_title_normalization,verified_catalogue,2026-08-23,690e1c3f44a696e2b04525058a85ca4bc2623d2d6ef29807259e7d2112dff4cd
propan-2-amine,Isopropylamine,propan-2-amine; Isopropylamine,,6363,JJWLVOIRVHMVIS-UHFFFAOYSA-N,C3H9N,59.11,CC(C)N,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,,فروش ایزو پروپیل آمین | ...,router_title_normalization,verified_catalogue,2026-08-23,2f987ebebd767f9f44f233b6d6a6d71e1424dd4592fb0b1c9198df4731b6f868
2-methyloxirane,Propylene Oxide,2-methyloxirane; Propylene Oxide; Propylene oxide,75-56-9,6378,GOOHAUXETOMSMM-UHFFFAOYSA-N,C3H6O,58.08,CC1CO1,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/1037,2-methyloxirane,existing skill export,verified_catalogue,2026-08-23,b67f4ee2954668e4ee774bf9bb78b99533e21f255afa262fda9f222e1b30b723
2-methylpropan-2-ol,Tert-Butanol,2-methylpropan-2-ol; Tert-Butanol,75-65-0,6386,DKGAVHZHDRPRBM-UHFFFAOYSA-N,C4H10O,74.12,CC(C)(C)O,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/164915/%D8%AA%D8%B1%D8%AA-%D8%A8%D9%88%D8%AA%D8%A7%D9%86%D9%88%D9%84-%D8%A8%D8%B1%D9%86%D8%AF-%D9%84%D9%88%D8%A8%D8%A7-%D9%87%D9%86%D8%AF,ترت بوتانول برند لوبا هند,router_title_normalization,verified_catalogue,2026-08-23,bc770ef4d8afd6f5245fe8ac318c8b290e1ac74dc8df5561871561d526636ae2
chloro(trimethyl)silane,Chlorotrimethylsilane,chloro(trimethyl)silane; Chlorotrimethylsilane,75-77-4,6397,IJOOHPMOJXWVHK-UHFFFAOYSA-N,C3H9ClSi,108.64,C[Si](C)(C)Cl,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/1068,chloro(trimethyl)silane,existing skill export,verified_catalogue,2026-08-23,a277c86e66173f2e4f6219e0f12fdb8c6b3b2f14d35612b2fa07cdd3a1ee8131
"2,2,2-trichloroacetic acid",Trichloroacetic acid,"2,2,2-trichloroacetic acid; Trichloroacetic acid",76-03-9,6421,YNJBWRMUSHSURL-UHFFFAOYSA-N,C2HCl3O2,163.38,C(=O)(C(Cl)(Cl)Cl)O,confirmed_organic,organic_reagent,research,Fardad Shimi; TamadKala; Mojallali Group,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/9037/%D8%AA%D8%B1%DB%8C-%DA%A9%D9%84%D8%B1%D9%88%D8%A7%D8%B3%D8%AA%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF,تری کلرو استیک اسید MERCK | ... | تری کلرو استیک اسید extra pure نوترون | تری کلرواستیک اسید,router_title_normalization,verified_catalogue,2026-08-23,2f4c41e1ed735e21801c4b653e3472c5848b29f7884b5e0e4ffbcb21639a5c9d
"2,2,2-trifluoroacetic acid",Trifluoroacetic acid,"2,2,2-trifluoroacetic acid; Trifluoroacetic acid",76-05-1,6422,DTQVDTLACAAQTR-UHFFFAOYSA-N,C2HF3O2,114.02,C(=O)(C(F)(F)F)O,confirmed_organic,organic_reagent,research,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,,تری فلورو استیک اسید extra pure نوترون | ...,router_title_normalization,verified_catalogue,2026-08-23,4920548590cd58705350518284281f29372e648d98f97184404c9997c25c5af4
Triamcinolone Acetonide,Triamcinolone Acetonide,"Triamcinolone Acetonide; (1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",,6436,YNDXUCZADRHECN-JNQJZLCISA-N,C24H31FO6,434.5,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,confirmed_organic,pharmaceutical_or_api,,Temad,web_catalogue,listing_evidence_crawled_2026-08-23,https://www.temad.com/product/opium-powder-2/,Triamcinolone Acetonide,pubchem_direct,verified_web_catalogue,2026-08-23,8a0bf9845f16c87989c00035736d78ff1c98e2c6163fcb9f4a2479d3b513f526
"2-bromo-4-[3-(3-bromo-4-hydroxy-2-methyl-5-propan-2-ylphenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-3-methyl-6-propan-2-ylphenol",Bromothymol blue,"2-bromo-4-[3-(3-bromo-4-hydroxy-2-methyl-5-propan-2-ylphenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-3-methyl-6-propan-2-ylphenol; Bromothymol blue",76-59-5,6450,NUHCTOLBWMJMLX-UHFFFAOYSA-N,C27H28Br2O5S,624.4,CC1=C(C=C(C(=C1Br)O)C(C)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C(=C(C(=C4)C(C)C)O)Br)C,confirmed_organic,colorant_or_indicator,research,TamadKala; Mojallali Group; ShimiMan,Iranian online research/chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/23488/%D8%A8%D8%B1%D9%85%D9%88%D8%AA%DB%8C%D9%85%D9%88%D9%84-%D8%A8%D9%84%D9%88-acs-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,برموتیمول بلو ACS دکتر مجللی | برموتیمول بلو acs دکتر مجللی | معرف برمو تيمول بلو محلول قطران شیمی | معرف برومو تیمول بلو قطران شیمی,explicit_category_supplement | router_title_normalization,verified_catalogue,2026-08-23,0835deb15b5d8bdd06d6126d58134eebda1dd4ceb3cf8cc56f358d1f6015f8e3
"2,6-dibromo-4-[3-(3,5-dibromo-4-hydroxy-2-methylphenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-3-methylphenol","2,6-dibromo-4-[3-(3,5-dibromo-4-hydroxy-2-methylphenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-3-methylphenol","2,6-dibromo-4-[3-(3,5-dibromo-4-hydroxy-2-methylphenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-3-methylphenol",76-60-8,6451,FRPHFZCDPYBUAU-UHFFFAOYSA-N,C21H14Br4O5S,698.0,CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,confirmed_organic,,,Mojallali Group; telegram:ATRmedShop,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/bromocresol-green-en/,Bromocresol Green,cas_pubchem,verified_web_catalogue,2026-08-25,62381b804f0ebcdc93199e463165f7700da4a794abc58ea1bac4fd6968849377
"(1R,2R,5S,8S,9S,10R,11S,12S)-5,12-dihydroxy-11-methyl-6-methylidene-16-oxo-15-oxapentacyclo[9.3.2.15,8.01,10.02,8]heptadec-13-ene-9-carboxylic acid",gibberellic acid,"(1R,2R,5S,8S,9S,10R,11S,12S)-5,12-dihydroxy-11-methyl-6-methylidene-16-oxo-15-oxapentacyclo[9.3.2.15,8.01,10.02,8]heptadec-13-ene-9-carboxylic acid; gibberellic acid",50-15-7,6466,IXORZMNAPKEEDV-OBDJNFEBSA-N,C19H22O6,346.4,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,,جیبرلیک اسید برند dyc چین | ...,router_title_normalization,verified_catalogue,2026-08-23,552c5d7d5ce3e3254af20b17a6279df564ca6465e9d99529a0236f1326f17221
"(3-hydroxy-2,2,4-trimethylpentyl) 2-methylpropanoate",Texanol,"(3-hydroxy-2,2,4-trimethylpentyl) 2-methylpropanoate; Texanol",,6490,DAFHKNAQFPVRKR-UHFFFAOYSA-N,C12H24O3,216.32,CC(C)C(C(C)(C)COC(=O)C(C)C)O,confirmed_organic,organic_reagent,industrial,Telegram: Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/Maran_Tejarat_Eshen/650,"(3-hydroxy-2,2,4-trimethylpentyl) 2-methylpropanoate",existing skill export,verified_catalogue,2026-08-23,026aae513da81c3a9ee452bfa99bf1de591874b94bb8b975e15d2f5e3b2f41b7
