"# export_metadata: {""exported_at"":""2026-08-23T12:30:45+00:00"",""skill"":""iran-chem-database@2.14.1"",""scope"":""Expanded BEST-EFFORT index of distinct confirmed-organic molecules appearing in public Iranian supplier/retailer catalogues and public supplier API/intermediate lists. Not a complete national market census and not a current-stock guarantee."",""rows"":480,""previous_verified_rows"":207,""new_source_records_before_dedup"":1616,""new_source_records_after_chemistry_filter"":948,""source_sets"":{""TamadKala"":""3484 product URLs from product sitemaps; title normalization via router; PubChem validation"",""Fardad Shimi"":""569 product pages from paginated shop listings; title normalization via router"",""DigiShimi"":""268 public WooCommerce products"",""Isatis Shimi"":""188 public WooCommerce products"",""BehChin Chemi Pharmed"":""public human/veterinary API, intermediate, excipient, cosmetic, food-additive lists"",""Pishgaman Shimi (IR Chem)"":""public pharmaceutical/cosmetic/raw-material category product pages"",""ShimiMan"":""public product sitemap titles"",""existing_skill_catalogue"":""207 rows from live-verified Iranian Telegram channels, retained and supplier-labeled"",""Rooz Darou"":""114 public Iranian pharmaceutical product pages; title-mapped and PubChem validated""},""router_assistance"":""router.py was used for Persian/English product-title normalization and category extraction; every admitted new record was independently structure/formula checked via PubChem."",""third_party_relay"":""r.jina.ai was used to retrieve public TamadKala/Fardad Shimi sitemaps or listing pages when direct requests timed out; original direct supplier URLs are retained, and no private data was sent."",""discovered_but_not_admitted"":""Arzan Azma and E-Az were identified as Iranian online lab shops but were not added without a reliable structured product export; their generic/category pages are not molecule-level evidence."",""supplier_column"":""supplier_name is the distinct supplier/retailer field; supplier_platform and supplier_country_evidence preserve context."",""limitations"":""Foreign brands listed by Iranian retailers are product metadata, not evidence that the supplier is foreign. Product page presence is not proof of stock. Mixtures, polymers, equipment, inorganic and unresolved records were excluded."",""filter_stats"":{""not_confirmed_organic"":668},""additional_expansion"":""Rooz Darou pharmaceutical catalogue added; duplicate actives merged and supplier provenance appended.""}"
molecule_name,common_name,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,research_grade_candidate,research_grade_signal,supplier_name,supplier_platform,supplier_country_evidence,catalogue_presence,availability_status,source_product_titles,source_urls,identity_methods,evidence_record_count
2-[[4-[2-[4-(oxiran-2-ylmethoxy)phenyl]propan-2-yl]phenoxy]methyl]oxirane,Bisphenol A diglycidyl ether,,2286,LCFVJGUPQDGYKZ-UHFFFAOYSA-N,C21H24O4,340.4,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,فروش بیسفنول ای دی گلایسیدیل اتر,https://tamadkala.com/product/2170/%D9%81%D8%B1%D9%88%D8%B4-%D8%A8%DB%8C%D8%B3%D9%81%D9%86%D9%88%D9%84-%D8%A7%DB%8C-%D8%AF%DB%8C-%DA%AF%D9%84%D8%A7%DB%8C%D8%B3%DB%8C%D8%AF%DB%8C%D9%84-%D8%A7%D8%AA%D8%B1,router_title_normalization,1
"2-[[5-[3-[3-[[bis(carboxymethyl)amino]methyl]-4-hydroxy-5-methylphenyl]-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-2-hydroxy-3-methylphenyl]methyl-(carboxymethyl)amino]acetic acid",Xylenol orange,2144-06-9,73041,ORZHVTYKPFFVMG-UHFFFAOYSA-N,C31H32N2O13S,672.7,,confirmed_organic,organic_reagent,yes,ACS,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,زایلنگزیلول قطران شیمی گرید آموزشی | زایلینول اورنج acs دکتر مجللی,https://tamadkala.com/product/173846/%D8%B2%D8%A7%DB%8C%D9%84%DB%8C%D9%86%D9%88%D9%84-%D8%A7%D9%88%D8%B1%D9%86%D8%AC-acs-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C | https://tamadkala.com/product/76098/%D8%B2%D8%A7%DB%8C%D9%84%D9%86%DA%AF%D8%B2%DB%8C%D9%84%D9%88%D9%84-%D9%82%D8%B7%D8%B1%D8%A7%D9%86-%D8%B4%DB%8C%D9%85%DB%8C-%DA%AF%D8%B1%DB%8C%D8%AF-%D8%A2%D9%85%D9%88%D8%B2%D8%B4%DB%8C,router_title_normalization,2
2-[bis(2-hydroxyethyl)amino]ethanol,Triethanolamine,102-71-6,7618,GSEJCLTVZPLZKY-UHFFFAOYSA-N,C6H15NO3,149.19,,confirmed_organic,organic_reagent,yes,False | MERCK | True | extra pure | industrial | laboratory | usp,Chemical Iran | DigiShimi | Fardad Shimi | Isatis Shimi | TamadKala,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online research/chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian online shops | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,Tri Ethanol Amine (TEA) | Triethanolamine (TEA) | تری اتانول آمین | تری اتانول آمین extra pure دکتر مجللی | ... | تری اتانول آمین extra pure نوترون | ... | تری اتانول آمین laboratory دکتر مجللی 2 | ... | تری اتانول آمین usp نوترون | تری اتانول آمین دکتر مجللی | تری اتانول آمین صنعتی | تریس هیدروکسی متیل آمینو متان MERCK | ... | فروش تری اتانول آمین | ...,https://digishimii.ir/Product/%d8%aa%d8%b1%db%8c-%d8%a7%d8%aa%d8%a7%d9%86%d9%88%d9%84-%d8%a2%d9%85%db%8c%d9%86/ | https://fardadshimi.com/product/6199303/ | https://isatisshimi.com/en/product/triethanolamine-tea-3/ | https://tamadkala.com/product/155035/%D8%AA%D8%B1%DB%8C-%D8%A7%D8%AA%D8%A7%D9%86%D9%88%D9%84-%D8%A2%D9%85%DB%8C%D9%86-usp-%D9%86%D9%88%D8%AA%D8%B1%D9%88%D9%86 | https://tamadkala.com/product/163295/%D8%AA%D8%B1%DB%8C-%D8%A7%D8%AA%D8%A7%D9%86%D9%88%D9%84-%D8%A2%D9%85%DB%8C%D9%86-%D8%B5%D9%86%D8%B9%D8%AA%DB%8C | https://www.chemicaliran.com/,explicit_category_supplement | router_title_normalization,14
2-acetyloxybenzoic acid,Aspirin,50-78-2,2244,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,C9H8O4,180.16,,confirmed_organic,pharmaceutical_or_api,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,آسپرین قطران شیمی | ...,,router_title_normalization,1
"2-amino-2-(hydroxymethyl)propane-1,3-diol",Tris base,77-86-1,444305,LENZDBCJOHFCAS-UHFFFAOYSA-N,C4H11NO3,121.14,,confirmed_organic,organic_reagent,yes,Dr. Mojallali | extra pure | research,Fardad Shimi | TamadKala | Telegram: ChemIranSanat,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,"2-amino-2-(hydroxymethyl)propane-1,3-diol | اسید تارتاریک ۱ کیلویی دکتر مجللی | ... | تریس بیس extra pure نوترون",https://t.me/ChemIranSanat/1725 | https://tamadkala.com/product/95949/%D8%AA%D8%B1%DB%8C%D8%B3-%D8%A8%DB%8C%D8%B3-extra-pure-%D9%86%D9%88%D8%AA%D8%B1%D9%88%D9%86,existing skill export | router_title_normalization,4
2-aminoacetic acid,Glycine,56-40-6,750,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C2H5NO2,75.07,,confirmed_organic,organic_reagent,yes,2 | bioultra | bioxtra g7403 | g8790 | research,Fardad Shimi | TamadKala | Telegram: merckmillipore,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,2-aminoacetic acid | آمینو اسید گلایسین g8790 | آمینو اسید گلیسین | آمینو اسید گلیسین bioxtra g7403 | فروش گلایسین | گلایسین MERCK | ... | گلیسین | گلیسین 2 | گلیسین bioultra,https://t.me/merckmillipore/322 | https://tamadkala.com/product/17281/%DA%AF%D9%84%DB%8C%D8%B3%DB%8C%D9%86-bioultra | https://tamadkala.com/product/17287/%D8%A2%D9%85%DB%8C%D9%86%D9%88-%D8%A7%D8%B3%DB%8C%D8%AF-%DA%AF%D9%84%DB%8C%D8%B3%DB%8C%D9%86-bioxtra-g7403 | https://tamadkala.com/product/17290/%D8%A2%D9%85%DB%8C%D9%86%D9%88-%D8%A7%D8%B3%DB%8C%D8%AF-%DA%AF%D9%84%D8%A7%DB%8C%D8%B3%DB%8C%D9%86-g8790 | https://tamadkala.com/product/17292/%DA%AF%D9%84%DB%8C%D8%B3%DB%8C%D9%86-2 | https://tamadkala.com/product/17298/%DA%AF%D9%84%DB%8C%D8%B3%DB%8C%D9%86 | https://tamadkala.com/product/17302/%D8%A2%D9%85%DB%8C%D9%86%D9%88-%D8%A7%D8%B3%DB%8C%D8%AF-%DA%AF%D9%84%DB%8C%D8%B3%DB%8C%D9%86 | https://tamadkala.com/product/6410/%D9%81%D8%B1%D9%88%D8%B4-%DA%AF%D9%84%D8%A7%DB%8C%D8%B3%DB%8C%D9%86,existing skill export | router_title_normalization,10
2-aminoethanol,Monoethanolamine,141-43-5,700,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO,61.08,,confirmed_organic,organic_reagent,yes,False | True | extra pure | laboratory,DigiShimi | Fardad Shimi | Isatis Shimi | TamadKala,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian online shops | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,Monoethanolamine | Monoethanolamine (MEA) | مونو اتانول آمین | مونو اتانول آمین extra pure دکتر مجللی | ... | مونو اتانول آمین extra pure نوترون | ... | مونو اتانول آمین laboratory دکتر مجللی | ... | مونو اتانول آمین دکتر مجللی,https://digishimii.ir/Product/%d9%85%d9%88%d9%86%d9%88-%d8%a7%d8%aa%d8%a7%d9%86%d9%88%d9%84-%d8%a2%d9%85%db%8c%d9%86/ | https://digishimii.ir/Product/مونو-اتانول-آمین/ | https://fardadshimi.com/product/6199296/ | https://isatisshimi.com/en/product/monoethanolamine-mea-3/ | https://isatisshimi.com/en/product/monoethanolamine/,router_title_normalization,11
"2-benzofuran-1,3-dione",Phthalic anhydride,85-44-9,6811,LGRFSURHDFAFJT-UHFFFAOYSA-N,C8H4O3,148.11,,confirmed_organic,organic_reagent,not_stated,True,Fardad Shimi,Iranian online lab-chemical shop,site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,فتالیک آنیدرید MERCK,https://fardadshimi.com/product/6197446/,router_title_normalization,1
"2-bromo-4-[3-(3-bromo-4-hydroxy-2-methyl-5-propan-2-ylphenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-3-methyl-6-propan-2-ylphenol",Bromothymol blue,326-56-1,6450,NUHCTOLBWMJMLX-UHFFFAOYSA-N,C27H28Br2O5S,624.4,,confirmed_organic,colorant_or_indicator,yes,ACS | acs,TamadKala,Iranian online research/chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,برموتیمول بلو ACS دکتر مجللی | برموتیمول بلو acs دکتر مجللی | معرف برمو تيمول بلو محلول قطران شیمی | معرف برومو تیمول بلو قطران شیمی,https://tamadkala.com/product/23488/%D8%A8%D8%B1%D9%85%D9%88%D8%AA%DB%8C%D9%85%D9%88%D9%84-%D8%A8%D9%84%D9%88-acs-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C | https://tamadkala.com/product/75034/%D9%85%D8%B9%D8%B1%D9%81-%D8%A8%D8%B1%D9%85%D9%88-%D8%AA%D9%8A%D9%85%D9%88%D9%84-%D8%A8%D9%84%D9%88-%D9%85%D8%AD%D9%84%D9%88%D9%84-%D9%82%D8%B7%D8%B1%D8%A7%D9%86-%D8%B4%DB%8C%D9%85%DB%8C | https://tamadkala.com/product/79717/%D9%85%D8%B9%D8%B1%D9%81-%D8%A8%D8%B1%D9%88%D9%85%D9%88-%D8%AA%DB%8C%D9%85%D9%88%D9%84-%D8%A8%D9%84%D9%88-%D9%82%D8%B7%D8%B1%D8%A7%D9%86-%D8%B4%DB%8C%D9%85%DB%8C,explicit_category_supplement | router_title_normalization,4
"2-bromo-4-[3-(3-bromo-4-hydroxy-5-methylphenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-6-methylphenol",Bromocresol purple,2377-03-3,8273,ABIUHPWEYMSGSR-UHFFFAOYSA-N,C21H16Br2O5S,540.2,,confirmed_organic,organic_reagent,yes,ACS | True,Fardad Shimi | TamadKala,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,bromocresol purple | بروموکروزول بنفش acs دکتر مجللی | بروموکروزول پرپل مرک MERCK | معرف برومو كرزول پورپل قطران شیمی,https://tamadkala.com/product/173826/%D8%A8%D8%B1%D9%88%D9%85%D9%88%DA%A9%D8%B1%D9%88%D8%B2%D9%88%D9%84-%D8%A8%D9%86%D9%81%D8%B4-acs-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C | https://tamadkala.com/product/19594/bromocresol-purple | https://tamadkala.com/product/75078/%D9%85%D8%B9%D8%B1%D9%81-%D8%A8%D8%B1%D9%88%D9%85%D9%88-%D9%83%D8%B1%D8%B2%D9%88%D9%84-%D9%BE%D9%88%D8%B1%D9%BE%D9%84-%D9%82%D8%B7%D8%B1%D8%A7%D9%86-%D8%B4%DB%8C%D9%85%DB%8C,router_title_normalization,4
2-bromoethenylbenzene,Dopamine hydrochloride,103-64-0,7667,YMOONIIMQBGTDU-UHFFFAOYSA-N,C8H7Br,183.04,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,دوپامین هیدروکلراید | ...,,router_title_normalization,1
2-butoxyethanol,2-Butoxyethanol,111-76-2,8133,POAOYUHQDCAZBD-UHFFFAOYSA-N,C6H14O2,118.17,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,2-butoxyethanol,,existing skill export,1
2-fluorobenzoic acid,2-Fluorobenzoic acid,,9935,NSTREUWFTAOOKS-UHFFFAOYSA-N,C7H5FO2,140.11,,confirmed_organic,organic_reagent,yes,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,2-fluorobenzoic acid,https://t.me/ChemIranSanat/1869,existing skill export,2
"2-hydroxy-3,5-dinitrobenzoic acid","3,5-Dinitrosalicylic acid",,11873,LWFUFLREGJMOIZ-UHFFFAOYSA-N,C7H4N2O7,228.12,,confirmed_organic,organic_reagent,yes,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"2-hydroxy-3,5-dinitrobenzoic acid",https://t.me/ChemIranSanat/1855,existing skill export,2
2-hydroxy-5-[(4-nitrophenyl)diazenyl]benzoic acid,Alizarin Yellow R,2243-76-7,15588,YVJPMMYYRNHJAU-UHFFFAOYSA-N,C13H9N3O5,287.23,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,آلیزارین زرد آر,https://tamadkala.com/product/32862/%D8%A2%D9%84%DB%8C%D8%B2%D8%A7%D8%B1%DB%8C%D9%86-%D8%B2%D8%B1%D8%AF-%D8%A2%D8%B1,router_title_normalization,1
2-hydroxy-5-sulfobenzoic acid,Sulfosalicylic acid,139-96-4,7322,YCPXWRQRBFJBPZ-UHFFFAOYSA-N,C7H6O6S,218.19,,confirmed_organic,organic_reagent,yes,extra pure | laboratory,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اسید سولفوسالیسیلیک extra pure دکتر مجللی | ... | اسید سولفوسالیسیلیک laboratory دکتر مجللی | ...,,router_title_normalization,2
2-hydroxybenzoic acid,salicylic acid,69-72-7,338,YGSDEFSMJLZEOE-UHFFFAOYSA-N,C7H6O3,138.12,,confirmed_organic,organic_reagent,yes,True | extra pure,Fardad Shimi | TamadKala,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اسید سالیسیلیک extra pure دکتر مجللی 1 | اسید سالیسیلیک extra pure دکتر مجللی 2 | ... | اسید سالیسیلیک برند dyc چین | ... | سالیسیلیک اسید | سالیسیلیک اسید MERCK | سالیسیلیک اسید قطران شیمی,https://fardadshimi.com/product/6197522/ | https://tamadkala.com/product/168200/%D8%A7%D8%B3%DB%8C%D8%AF-%D8%B3%D8%A7%D9%84%DB%8C%D8%B3%DB%8C%D9%84%DB%8C%DA%A9-extra-pure-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C-1 | https://tamadkala.com/product/34013/%D8%B3%D8%A7%D9%84%DB%8C%D8%B3%DB%8C%D9%84%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF | https://tamadkala.com/product/68488/%D8%B3%D8%A7%D9%84%DB%8C%D8%B3%DB%8C%D9%84%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF-%D9%82%D8%B7%D8%B1%D8%A7%D9%86-%D8%B4%DB%8C%D9%85%DB%8C,router_title_normalization,6
2-hydroxybutanedioic acid,Malic acid,6915-15-7,525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,C4H6O5,134.09,,confirmed_organic,organic_reagent,not_stated,False,DigiShimi | TamadKala,Iranian online chemical shops | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian online shops,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اسید مالیک,https://digishimii.ir/Product/%d8%a7%d8%b3%db%8c%d8%af-%d9%85%d8%a7%d9%84%db%8c%da%a9/ | https://tamadkala.com/product/6402/%D8%A7%D8%B3%DB%8C%D8%AF-%D9%85%D8%A7%D9%84%DB%8C%DA%A9,router_title_normalization,3
2-hydroxyethyl 2-methylprop-2-enoate,2-Hydroxyethyl Methacrylate,868-77-9,13360,WOBHKFSMXKNTIM-UHFFFAOYSA-N,C6H10O3,130.14,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,2-hydroxyethyl 2-methylprop-2-enoate,,existing skill export,1
"2-hydroxypropane-1,2,3-tricarboxylic acid",Citric acid,77-92-9,311,KRKNYBCHXYNGOX-UHFFFAOYSA-N,C6H8O7,192.12,,confirmed_organic,organic_reagent,yes,acs | industrial | industrial; research; unknown | unknown,TamadKala | Telegram: Ch_Chemical_leaders | Telegram: chemgroup | Telegram: minatajhiz,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,"2-hydroxypropane-1,2,3-tricarboxylic acid | اسید سیتریک acs دکتر مجللی | اسید سیتریک خشک صنعتی | سيتريك اسيد قطران شیمی | فروش اسید سیتریک",https://t.me/Ch_Chemical_leaders/51 | https://t.me/chemgroup/1502 | https://t.me/minatajhiz/22 | https://tamadkala.com/product/176081/%D8%A7%D8%B3%DB%8C%D8%AF-%D8%B3%DB%8C%D8%AA%D8%B1%DB%8C%DA%A9-%D8%AE%D8%B4%DA%A9-%D8%B5%D9%86%D8%B9%D8%AA%DB%8C | https://tamadkala.com/product/2162/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%D8%B3%DB%8C%D8%AF-%D8%B3%DB%8C%D8%AA%D8%B1%DB%8C%DA%A9 | https://tamadkala.com/product/67401/%D8%B3%D9%8A%D8%AA%D8%B1%D9%8A%D9%83-%D8%A7%D8%B3%D9%8A%D8%AF-%D9%82%D8%B7%D8%B1%D8%A7%D9%86-%D8%B4%DB%8C%D9%85%DB%8C | https://tamadkala.com/product/80646/%D8%A7%D8%B3%DB%8C%D8%AF-%D8%B3%DB%8C%D8%AA%D8%B1%DB%8C%DA%A9-acs-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,existing skill export | router_title_normalization,9
"2-hydroxypropane-1,2,3-tricarboxylic acid;hydrate",Citric acid monohydrate,10294-32-7,22230,YASYEJJMZJALEJ-UHFFFAOYSA-N,C6H10O8,210.14,,confirmed_organic,organic_reagent,yes,False | True | extra pure,DigiShimi | Fardad Shimi | ShimiMan | TamadKala,Iranian online chemical shop | Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,Iranian Persian-language shop; country not independently country-gated | site shows Iranian online shop | site shows Iranian online shops | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,citric acid monohydrate | ... | https://shimiman.com/product/citric-acid-monohydrate-grade-extra-pure/ | https://shimiman.com/product/citric-acid-monohydrate-grade-usp/ | اسید سیتریک آبدار | اسید سیتریک مونو هیدرات extra pure دکتر مجللی | ... | اسید سیتریک مونو هیدرات ۱ کیلویی دکتر مجللی,https://digishimii.ir/Product/%d8%a7%d8%b3%db%8c%d8%af-%d8%b3%db%8c%d8%aa%d8%b1%db%8c%da%a9-%d8%a2%d8%a8%d8%af%d8%a7%d8%b1/ | https://fardadshimi.com/product/6200694/ | https://shimiman.com/product/citric-acid-monohydrate-grade-extra-pure/ | https://shimiman.com/product/citric-acid-monohydrate-grade-usp/,router_title_normalization | sitemap_title,6
2-hydroxypropanoic acid,Lactic acid,50-21-5,612,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,C3H6O3,90.08,,confirmed_organic,organic_reagent,not_stated,False,DigiShimi | Isatis Shimi,Iranian online chemical shops,site shows Iranian online shops,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,Lactic Acid | اسید لاکتیک,https://digishimii.ir/Product/%d8%a7%d8%b3%db%8c%d8%af-%d9%84%d8%a7%da%a9%d8%aa%db%8c%da%a9/ | https://isatisshimi.com/en/product/lactic-acid/,router_title_normalization,3
2-methoxyethanol,2-Methoxyethanol,,8019,XNWFRZJHXBZDAG-UHFFFAOYSA-N,C3H8O2,76.09,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,2 متوکسی اتانول | ...,,router_title_normalization,1
2-methyl-1H-imidazole,2-Methylimidazole,693-98-1,12749,LXBGSDVWAMZHDD-UHFFFAOYSA-N,C4H6N2,82.10,,confirmed_organic,organic_reagent,yes,research,Fardad Shimi | Telegram: ChemIranSanat,Iranian online lab-chemical shop | Iranian supplier Telegram catalogue,site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,2-methyl-1H-imidazole | ۲- متیل ایمیدازول MERCK | ...,https://t.me/ChemIranSanat/1319 | https://t.me/ChemIranSanat/1721 | https://t.me/ChemIranSanat/1858 | https://t.me/ChemIranSanat/1897,existing skill export | router_title_normalization,8
